Cuenta;Demanda de clase;Razón no1;Razones que determinan cuantas clases matrículan (no.1);Razón no2;Razones que determinan cuantas clases matrículan (no.2);Razón no3;Razones que determinan cuantas clases matrículan (no.3);Hora 7-9am;Hora 9-11am;Hora 11-1pm;Hora 1-3pm;Hora 3-5pmu;Hora 5-7pm;Hora 7-9pm;Egreso diversificado;¿estudios universitarios?;Universidad matrículado;Univeresidad matrículado otro;Educación Superior;Trabajo;Definir horario;Estado civil:;Sexo:;Cuenta;Campus original;Campus original;campus actual;Marca;CódigoCarrera;NombreCarrera;FACULTAD;CARRERA AGRUPADORA;PeriodoDeIngreso;PeriodoDeIngreso;ClasesAprobadas;ClasesReprobadas;Reprobó;Rango reporbación;ClasesRetiradas;Dscto_Q1 2017;DsctoCole_Q1 2017;DsctoMat_Q1 2017;Período de Ingreso;Q1 2019;Curso mat_promedio;Curso mat_er Q
31811413;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;Sí;No;No;No;No;No;2009;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;31811413;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;0;1;1;si;0;No;No;No;2;1;Bajo;Bajo
31711390;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Compromisos personales;Sí;Sí;No;No;No;Sí;Sí;2016;No;;;;No;Mixto o turnos no definidos;Soltero;Masculino;31711390;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;30;0;0;no;0;No;No;No;4;4;#N/A;Igual
61841457;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;Sí;No;No;No;No;2012;Sí;Otro;UCRICH;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61841457;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2018-M4;Q3 2018;3;0;0;no;1;No;No;No;2;1;Bajo;Bajo
31851153;Alto;Razón1;Compromisos personales;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Capacidad de pago;Sí;Sí;Sí;No;No;No;No;2017;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Soltero;Femenino;31851153;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2018-M5;Q4 2018;15;0;0;no;0;No;No;No;1;5;#N/A;Subio
31811046;Alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;;No;No;No;No;No;Sí;Sí;2018;No;;;;Sí;Matutino (6:00am- 12:00m);Divorciado;Masculino;31811046;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2018-M1;Q1 2018;11;0;0;no;1;No;No;No;3;2;Bajo;Bajo
41711153;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;Sí;No;2016;No;;;;No;Nocturno (6:00pm-6:00am);Soltero;Femenino;41711153;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-09;ADMINISTRACIÓN DE LA HOSPITALIDAD Y EL TURISMO;FCAS;Hospitalidad;2017-M1;Q1 2017;18;3;2 a 3;si;1;Si;SI;SI;3;2;Bajo;Bajo
31811476;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;Capacidad de pago;Sí;Sí;Sí;No;No;No;No;2017;Sí;Centro Universitario Tecnológico CEUTEC;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31811476;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2018-M1;Q1 2018;14;0;0;no;0;No;No;No;2;4;#N/A;Subio
41711301;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;No;Sí;No;No;Sí;Sí;Sí;2017;No;;;;No;Mixto o turnos no definidos;Unión libre;Masculino;41711301;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;23;0;0;no;0;No;No;No;4;3;Bajo;Bajo
31811720;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;;Sí;No;No;No;No;Sí;Sí;2009;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Ya tiene otro título de educación superior;Sí;Mixto o turnos no definidos;Soltero;Masculino;31811720;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;25;0;0;no;1;No;No;No;4;4;#N/A;Igual
31741081;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;Sí;No;No;No;No;2009;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Nocturno (6:00pm-6:00am);Casado;Masculino;31741081;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M4;Q3 2017;11;0;0;no;1;No;No;No;2;3;#N/A;Subio
61851420;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Capacidad de pago;Sí;No;No;Sí;Sí;No;No;2018;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61851420;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2018-M5;Q4 2018;7;1;1;si;1;No;No;No;4;4;#N/A;Igual
61741012;Regular;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Compromisos personales;Razón3;Capacidad de pago;Sí;Sí;Sí;No;No;No;No;2018;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;61741012;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2017-M4;Q3 2017;8;3;2 a 3;si;0;No;No;No;2;1;Bajo;Bajo
31841583;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;Sí;Sí;No;No;No;No;2018;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31841583;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2018-M4;Q3 2018;7;0;0;no;1;No;No;No;4;4;#N/A;Igual
31851293;Regular;Razón1;Compromisos personales;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;Sí;Sí;Sí;No;No;2018;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;31851293;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2018-M5;Q4 2018;2;0;0;no;0;No;No;No;2;2;#N/A;Igual
61811953;Alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;Sí;Sí;No;No;No;No;No;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;61811953;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;15;0;0;no;0;No;No;No;3;2;Bajo;Bajo
61741216;Regular;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;No;No;No;No;Sí;Sí;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61741216;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2017-M4;Q3 2017;5;2;2 a 3;si;1;No;No;No;3;2;Bajo;Bajo
41711002;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;No había disponibilidad de cupos;No;Sí;Sí;No;Sí;No;No;2017;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Masculino;41711002;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;25;1;1;si;1;No;No;No;4;3;Bajo;Bajo
31811452;Alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;Sí;Sí;No;No;No;2018;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31811452;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;15;1;1;si;1;No;No;No;4;4;#N/A;Igual
31811320;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;Sí;Sí;Sí;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31811320;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;10;0;0;no;0;No;No;No;3;3;#N/A;Igual
31751261;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;Compromisos personales;Sí;No;No;No;No;No;No;2013;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31751261;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M5;Q4 2017;25;5;4 a 5;si;1;No;No;No;4;4;#N/A;Igual
31741108;Regular;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;Sí;Sí;2015;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31741108;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M4;Q3 2017;14;7;6 a 7;si;1;No;No;No;4;2;Bajo;Bajo
31741022;Alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;No;No;2014;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31741022;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2017-M4;Q3 2017;18;3;2 a 3;si;1;No;No;No;3;2;Bajo;Bajo
318111158;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;Sí;No;No;No;No;Sí;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;318111158;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-22;LICENCIATURA EN PERIODISMO;FCAS;Periodismo;2018-M1;Q1 2018;5;0;0;no;0;No;No;No;2;2;#N/A;Igual
317111137;Alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;No;No;No;No;No;2016;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;317111137;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;23;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31711585;Muy alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;No había disponibilidad de cupos;No;No;No;No;No;Sí;No;2016;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;31711585;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;10;11;10 a 11;si;1;Si;SI;NO;4;5;#N/A;Subio
31851329;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;Compromisos personales;Razón3;Capacidad de pago;No;Sí;Sí;No;No;No;No;2018;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;31851329;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2018-M5;Q4 2018;1;2;2 a 3;si;0;No;No;No;3;2;Bajo;Bajo
61751195;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;;Razón3;;Sí;No;No;No;No;No;No;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;61751195;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;T-3 ;TECNICO UNIVERSITARIO EN MERCADOTECNIA Y VENTAS;FCAS - T;Mercadotecnia;2017-M5;Q4 2017;6;3;2 a 3;si;1;No;No;No;3;1;Bajo;Bajo
41851016;Muy alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Capacidad de pago;Razón3;La carga laboral que tiene ese periodo;No;No;Sí;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;41851016;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M5;Q4 2018;2;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31821343;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;;Razón3;;Sí;No;Sí;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31821343;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2018-M2;Q2 2018;5;5;4 a 5;si;0;No;No;No;4;4;#N/A;Igual
31811575;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;Sí;Sí;Sí;No;No;No;No;2016;No;;;;No;Mixto o turnos no definidos;Soltero;Masculino;31811575;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;12;0;0;no;0;No;No;No;4;3;Igual;Bajo
61821154;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;;No;No;No;No;No;Sí;Sí;2018;Sí;Otro;UPNFM;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Unión libre;Femenino;61821154;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2018-M2;Q2 2018;3;1;1;si;0;No;No;No;2;1;Bajo;Bajo
61841099;Muy alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;No;No;2005;No;;;;Sí;Vespertino (12:00m-6:00pm);Unión libre;Femenino;61841099;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2018-M4;Q3 2018;4;1;1;si;0;No;No;No;3;2;Bajo;Bajo
617111028;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;;Razón3;;Sí;Sí;Sí;Sí;Sí;Sí;Sí;3;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;617111028;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;20;2;2 a 3;si;0;No;No;No;3;3;#N/A;Igual
31711157;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;No había disponibilidad de cupos;Sí;No;No;No;Sí;No;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31711157;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;23;1;1;si;1;No;No;No;4;4;#N/A;Igual
31821210;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;No;No;No;No;No;Sí;No;2018;No;;;;Sí;Matutino (6:00am- 12:00m);Unión libre;Masculino;31821210;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M2;Q2 2018;5;0;0;no;0;No;No;No;3;2;Bajo;Bajo
31841174;Regular;Razón1;Compromisos personales;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;Sí;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31841174;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2018-M4;Q3 2018;2;0;0;no;0;No;No;No;2;2;#N/A;Igual
31811763;Muy alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;No había disponibilidad de cupos;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;Sí;No;No;No;No;No;1990;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Ya tiene otro título de educación superior;Sí;Matutino (6:00am- 12:00m);Casado;Femenino;31811763;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;17;0;0;no;1;No;No;No;4;4;#N/A;Igual
41751084;Regular;Razón1;La carga laboral que tiene ese periodo;Razón2;;Razón3;;Sí;Sí;No;No;No;No;No;2018;Sí;Universidad Tecnológica de Honduras UTH;;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Soltero;Femenino;41751084;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2017-M5;Q4 2017;4;2;2 a 3;si;1;No;No;No;4;2;Bajo;Bajo
31851347;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Capacidad de pago;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;Sí;Sí;1994;Sí;Universidad Católica de Honduras UNICAH;;Ya tiene otro título de educación superior;Sí;Matutino (6:00am- 12:00m);Casado;Masculino;31851347;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;9;0;0;no;0;No;No;No;2;2;#N/A;Igual
31751164;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Compromisos personales;Razón3;Capacidad de pago;No;No;No;No;Sí;No;No;2017;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31751164;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2017-M5;Q4 2017;14;4;4 a 5;si;1;No;No;No;3;3;#N/A;Igual
31811065;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;No había disponibilidad de cupos;No;No;No;No;No;Sí;Sí;2011;Sí;Universidad José Cecilio del Valle UJCV;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;31811065;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;1;1;1;si;0;No;No;No;2;1;Bajo;Bajo
31811313;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;Sí;Sí;No;No;No;2017;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;31811313;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;16;0;0;no;0;No;No;No;4;4;#N/A;Igual
61741076;Regular;Razón1;No había disponibilidad de cupos;Razón2;;Razón3;;No;Sí;Sí;Sí;Sí;No;No;2017;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;61741076;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2017-M4;Q3 2017;20;1;1;si;0;No;No;No;4;2;Bajo;Bajo
61821019;Alto;Razón1;Compromisos personales;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Capacidad de pago;No;Sí;Sí;Sí;No;No;No;2013;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Nocturno (6:00pm-6:00am);Soltero;Masculino;61821019;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2018-M2;Q2 2018;12;0;0;no;0;No;No;No;3;1;Bajo;Bajo
31821269;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Capacidad de pago;Sí;No;No;No;No;Sí;Sí;2016;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;31821269;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2018-M2;Q2 2018;17;0;0;no;0;No;No;No;4;4;#N/A;Igual
61721691;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Compromisos personales;Razón3;Capacidad de pago;Sí;Sí;Sí;Sí;Sí;No;No;2012;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;61721691;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2017-M2;Q2 2017;25;2;2 a 3;si;0;No;No;No;3;2;Bajo;Bajo
31811474;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La carga laboral que tiene ese periodo;Sí;Sí;Sí;No;No;No;Sí;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31811474;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;15;0;0;no;1;No;No;No;4;3;Bajo;Bajo
61741336;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Compromisos personales;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;No;No;18;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;61741336;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M4;Q3 2017;22;2;2 a 3;si;0;No;No;No;4;3;Bajo;Bajo
31811630;Alto;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;Compromisos personales;Sí;Sí;Sí;No;No;No;No;2018;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Femenino;31811630;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;12;1;1;si;1;No;No;No;4;3;Bajo;Bajo
31811599;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;;No;No;No;No;No;Sí;Sí;2017;No;;;;No;Nocturno (6:00pm-6:00am);Soltero;Masculino;31811599;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;13;1;1;si;0;No;No;No;3;4;#N/A;Subio
31711394;Muy alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;Sí;Sí;;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;31711394;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2017-M1;Q1 2017;22;5;4 a 5;si;1;No;No;No;2;3;#N/A;Subio
31841049;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;Sí;Sí;2006;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Diurno (6:00am- 6:00pm);Soltero;Masculino;31841049;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M4;Q3 2018;17;0;0;no;0;No;No;No;3;4;#N/A;Subio
