anio_matricula;modulo_matricula;no identificacion;Sexo;Sede;nivel;vertical;clases_matriculadas;anio_ingreso;modulo_ingreso;primera_matricula;ultima_matricula;tipo_ingreso_1
2019;2;1;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;2;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;3;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;4;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;5;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;6;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;7;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;8;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;2;2018m2;2019m1;REINGRESO
2019;2;9;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;10;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;11;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;4;2018m4;2019m1;REINGRESO
2019;2;12;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;13;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;14;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;15;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;16;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;17;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;18;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;19;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;20;FEMENINO;Tegucigalpa;Other - Non Degree;Other;5;2016;4;2016m4;2019m1;REINGRESO
2019;2;21;FEMENINO;Tegucigalpa;Other - Non Degree;Other;1;2018;2;2018m2;2018m5;REINGRESO
2019;2;22;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;23;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;24;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;25;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;26;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;27;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;28;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;29;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;30;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;31;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;32;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;33;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;34;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;35;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;36;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;37;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;38;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;39;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;5;2018m5;2019m1;REINGRESO
2019;2;40;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2018m5;2019m1;REINGRESO
2019;2;41;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m2;2019m2;PRIMER INGRESO
2019;2;42;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m2;2019m2;PRIMER INGRESO
2019;2;43;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m2;2019m2;PRIMER INGRESO
2019;2;44;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m2;2019m2;PRIMER INGRESO
2019;2;45;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m2;2019m2;PRIMER INGRESO
2019;2;46;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;47;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;48;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;49;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;50;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;51;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;52;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;53;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;54;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;55;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;56;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;57;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;58;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;59;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;60;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;61;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;62;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;63;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;64;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;65;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;66;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;67;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;68;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;69;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;70;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;71;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;72;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;73;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;74;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;75;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;76;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;77;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;78;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;79;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;80;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;81;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;82;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;83;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;84;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;85;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;86;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;87;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;88;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;89;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;90;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;91;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;92;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;93;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;94;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;95;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;96;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;97;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;98;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;99;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;100;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;101;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;102;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;103;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;104;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;1;2019m1;2019m1;REINGRESO
2019;2;105;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;106;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;107;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;108;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;4;2018m4;2018m5;REINGRESO
2019;2;109;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;4;2018m4;2019m1;PRIMER INGRESO
2019;2;110;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;4;2018m4;2019m1;REINGRESO
2019;2;111;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;112;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;113;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;114;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;115;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;116;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2012;4;2012m4;2019m1;REINGRESO
2019;2;117;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;118;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;119;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;120;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;121;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;122;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;123;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;124;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;125;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;126;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;127;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;128;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;129;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;130;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;131;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;132;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;133;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;134;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;135;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;4;2018m5;2019m1;REINGRESO
2019;2;136;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;4;2018m5;2019m1;REINGRESO
2019;2;137;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;5;2018m5;2019m1;REINGRESO
2019;2;138;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2018;4;2018m5;2019m1;REINGRESO
2019;2;139;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2018;4;2018m5;2019m1;REINGRESO
2019;2;140;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;1;2018m1;2018m2;REINGRESO
2019;2;141;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;142;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;143;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;144;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;145;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;146;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;147;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;148;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;149;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;150;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;151;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;152;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;153;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;154;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;155;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;156;MASCULINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;157;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;158;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;159;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;160;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;161;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;162;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2019;1;2019m1;2019m1;REINGRESO
2019;2;163;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;164;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;165;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;166;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;167;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;168;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;169;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;170;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;171;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;172;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;173;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;174;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;175;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;176;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;177;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;178;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;179;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;180;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;181;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;182;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;183;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;184;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;185;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;186;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;187;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;188;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;189;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;190;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;191;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;192;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;193;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;194;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;195;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;196;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;197;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;198;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;199;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;200;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;201;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;202;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;203;MASCULINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;204;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;205;FEMENINO;Tegucigalpa;Other - Non Degree;Other;4;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;206;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;207;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;208;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;209;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;210;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;211;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;212;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;213;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;2;2019m2;2019m2;PRIMER INGRESO
2019;2;214;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;215;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;216;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;217;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;218;MASCULINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;219;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;220;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;221;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;222;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2019;1;2019m1;2019m1;REINGRESO
2019;2;223;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;5;2018m5;2019m1;REINGRESO
2019;2;224;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;5;2018m5;2019m1;REINGRESO
2019;2;225;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;5;2018m5;2019m1;REINGRESO
2019;2;226;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;5;2018m5;2019m1;REINGRESO
2019;2;227;FEMENINO;Tegucigalpa;Other - Non Degree;Other;3;2018;5;2019m1;2019m1;REINGRESO
2019;2;228;FEMENINO;Tegucigalpa;Other - Non Degree;Other;2;2018;5;2018m5;2019m1;REINGRESO
